applicant_id,age,employment_type,tier_city,cibil_score,monthly_income,existing_obligations
APP-001407,47,Self-Employed,Tier 1,708,124201,28721
APP-001408,28,Self-Employed,Tier 2,706,131023,38082
APP-001409,54,Salaried,Tier 2,666,115168,16852
APP-001410,35,Self-Employed,Tier 2,686,36729,10972
APP-001411,54,Salaried,Tier 1,760,81462,28140
APP-001412,51,Salaried,Tier 2,756,56022,5651
APP-001413,46,Salaried,Tier 1,811,56904,11980
APP-001414,45,Salaried,Tier 1,705,114142,20836
APP-001415,26,Salaried,Tier 2,741,92877,21324
APP-001416,31,Self-Employed,Tier 2,701,36551,10401
APP-001417,49,Salaried,Tier 3,678,56783,8873
APP-001418,37,Salaried,Tier 2,775,38474,5395
APP-001419,32,Salaried,Tier 2,758,22414,7142
APP-001420,36,Self-Employed,Tier 2,700,38093,11646
APP-001421,31,Salaried,Tier 2,757,52640,12541
APP-001422,51,Salaried,Tier 1,712,126556,31689
APP-001423,46,Salaried,Tier 3,699,34763,6290
APP-001424,53,Salaried,Tier 2,741,44228,8790
APP-001425,51,Self-Employed,Tier 3,584,29138,5711
APP-001426,26,Self-Employed,Tier 2,774,106685,33915
APP-001427,30,Salaried,Tier 1,771,42559,11350
APP-001428,35,Self-Employed,Tier 2,694,50554,16118
APP-001429,41,Salaried,Tier 1,750,53302,14776
APP-001430,39,Self-Employed,Tier 2,645,22577,5953
APP-001431,46,Salaried,Tier 1,698,67874,13315
APP-001432,47,Salaried,Tier 2,740,37201,8133
APP-001433,44,Salaried,Tier 3,686,81471,29836
APP-001434,50,Self-Employed,Tier 2,661,17160,4680
APP-001435,35,Salaried,Tier 3,805,78484,20196
APP-001436,47,Salaried,Tier 2,772,71079,8240
APP-001437,33,Salaried,Tier 2,703,24162,7279
APP-001438,41,Self-Employed,Tier 3,708,51098,15626
APP-001439,44,Salaried,Tier 3,706,107144,32914
APP-001440,34,Self-Employed,Tier 2,655,35057,4465
APP-001441,28,Self-Employed,Tier 1,811,42944,8165
APP-001442,28,Salaried,Tier 2,766,238119,50330
APP-001443,40,Self-Employed,Tier 1,714,165364,57538
APP-001444,25,Salaried,Tier 2,787,52627,20745
APP-001445,47,Self-Employed,Tier 2,781,47167,10585
APP-001446,48,Salaried,Tier 3,767,72151,19212
APP-001447,53,Self-Employed,Tier 3,755,84326,8618
APP-001448,51,Self-Employed,Tier 2,731,20376,2091
APP-001449,31,Self-Employed,Tier 1,696,146692,17947
APP-001450,26,Self-Employed,Tier 3,765,36350,11480
APP-001451,53,Salaried,Tier 1,730,77310,11862
APP-001452,28,Salaried,Tier 2,750,62179,20354
APP-001453,26,Self-Employed,Tier 1,650,81387,18683
APP-001454,47,Salaried,Tier 2,773,54046,19185
APP-001455,40,Salaried,Tier 3,681,57761,20857
APP-001456,28,Self-Employed,Tier 1,808,143238,52131
APP-001457,47,Self-Employed,Tier 2,603,45832,12056
APP-001458,46,Self-Employed,Tier 2,711,41637,14013
APP-001459,34,Salaried,Tier 3,781,75519,22547
APP-001460,34,Self-Employed,Tier 3,727,60080,9373
APP-001461,27,Salaried,Tier 1,695,124029,26598
APP-001462,33,Self-Employed,Tier 1,749,130408,50690
APP-001463,51,Salaried,Tier 2,784,30222,10026
APP-001464,48,Self-Employed,Tier 2,649,25426,4548
APP-001465,31,Self-Employed,Tier 2,728,52967,9761
APP-001466,43,Salaried,Tier 1,761,37461,6602
APP-001467,45,Self-Employed,Tier 1,718,99596,19784
APP-001468,51,Salaried,Tier 2,811,33167,12553
APP-001469,32,Self-Employed,Tier 1,647,111390,25626
APP-001470,42,Self-Employed,Tier 3,751,141120,29532
APP-001471,28,Salaried,Tier 1,725,104709,17984
APP-001472,29,Self-Employed,Tier 1,717,53230,19573
APP-001473,40,Self-Employed,Tier 3,773,20794,8051
APP-001474,42,Salaried,Tier 2,723,48173,9493
APP-001475,30,Salaried,Tier 2,708,42277,12048
APP-001476,47,Self-Employed,Tier 1,678,85861,33273
APP-001477,48,Self-Employed,Tier 2,731,43098,10767
APP-001478,36,Self-Employed,Tier 2,756,45303,10899
APP-001479,44,Self-Employed,Tier 2,621,28927,7472
APP-001480,29,Salaried,Tier 3,734,46927,5159
APP-001481,43,Self-Employed,Tier 2,762,35566,6758
APP-001482,45,Salaried,Tier 2,753,88802,27501
APP-001483,37,Salaried,Tier 2,711,70626,27545
APP-001484,46,Salaried,Tier 2,766,70675,19126
APP-001485,37,Salaried,Tier 1,704,97548,15328
APP-001486,54,Salaried,Tier 2,739,39610,9032
APP-001487,28,Salaried,Tier 2,766,68520,16924
APP-001488,35,Self-Employed,Tier 2,688,102243,14893
APP-001489,30,Salaried,Tier 2,712,38250,7603
APP-001490,54,Salaried,Tier 2,787,21707,5069
APP-001491,33,Salaried,Tier 3,743,42389,7569
APP-001492,44,Salaried,Tier 1,769,96913,19980
APP-001493,53,Salaried,Tier 2,801,37177,6798
APP-001494,54,Salaried,Tier 2,784,47450,13468
APP-001495,31,Salaried,Tier 2,784,40544,11092
APP-001496,48,Self-Employed,Tier 2,774,54438,14453
APP-001497,36,Salaried,Tier 1,771,61292,7907
APP-001498,34,Salaried,Tier 2,748,28522,4422
APP-001499,27,Salaried,Tier 1,691,153265,20422
APP-001500,31,Self-Employed,Tier 3,803,52302,6223
APP-001501,49,Salaried,Tier 2,750,104635,18211
APP-001502,51,Salaried,Tier 3,763,61891,9800
APP-001503,34,Salaried,Tier 2,734,33327,10581
APP-001504,25,Salaried,Tier 2,709,41529,12822
APP-001505,36,Salaried,Tier 2,766,85540,13720
APP-001506,25,Salaried,Tier 3,687,48440,7249
APP-001507,37,Salaried,Tier 3,798,34663,4973
APP-001508,31,Salaried,Tier 1,730,53534,10493
APP-001509,42,Salaried,Tier 2,749,40338,7593
APP-001510,32,Self-Employed,Tier 2,658,76044,8255
APP-001511,30,Self-Employed,Tier 1,705,86832,23475
APP-001512,53,Self-Employed,Tier 2,631,33735,12462
APP-001513,39,Self-Employed,Tier 3,724,146163,38244
APP-001514,42,Salaried,Tier 2,752,56304,6708
APP-001515,28,Salaried,Tier 2,714,15805,4423
APP-001516,47,Salaried,Tier 2,710,72422,17778
APP-001517,36,Salaried,Tier 2,726,16331,6076
APP-001518,32,Self-Employed,Tier 1,794,112772,23565
APP-001519,29,Salaried,Tier 2,808,61607,20058
APP-001520,26,Self-Employed,Tier 3,711,55653,6207
APP-001521,42,Salaried,Tier 2,758,57392,18161
APP-001522,28,Self-Employed,Tier 1,762,211647,23801
APP-001523,43,Salaried,Tier 1,732,51833,10543
APP-001524,47,Salaried,Tier 1,770,107166,41197
APP-001525,45,Salaried,Tier 2,810,60881,18931
APP-001526,45,Salaried,Tier 2,717,13589,5129
APP-001527,50,Salaried,Tier 1,695,98096,24401
APP-001528,32,Salaried,Tier 3,801,84040,23687
APP-001529,54,Self-Employed,Tier 2,755,71949,18370
APP-001530,25,Salaried,Tier 2,699,69449,16921
APP-001531,46,Salaried,Tier 3,730,127481,34862
APP-001532,36,Salaried,Tier 1,677,127372,14223
APP-001533,30,Self-Employed,Tier 3,585,57107,8891
APP-001534,44,Salaried,Tier 1,774,88408,14533
APP-001535,31,Salaried,Tier 2,717,22040,4735
APP-001536,54,Salaried,Tier 3,791,72147,16620
APP-001537,35,Salaried,Tier 3,797,43713,14071
APP-001538,33,Self-Employed,Tier 2,741,21920,3280
APP-001539,49,Salaried,Tier 2,721,55265,14975
APP-001540,32,Salaried,Tier 2,830,54498,9901
APP-001541,41,Self-Employed,Tier 3,745,51144,13026
APP-001542,35,Salaried,Tier 1,750,119308,34358
APP-001543,52,Salaried,Tier 3,794,26291,7223
APP-001544,40,Salaried,Tier 2,752,94237,15512
APP-001545,33,Self-Employed,Tier 2,727,71272,22296
APP-001546,36,Salaried,Tier 2,743,106818,31632
APP-001547,28,Self-Employed,Tier 2,792,43486,16507
APP-001548,27,Salaried,Tier 3,660,71153,20651
APP-001549,36,Salaried,Tier 2,728,22542,7125
APP-001550,42,Salaried,Tier 3,795,37827,12986
APP-001551,28,Self-Employed,Tier 1,676,78155,10300
APP-001552,40,Salaried,Tier 2,801,65345,20185
APP-001553,31,Self-Employed,Tier 3,727,33033,6460
APP-001554,34,Self-Employed,Tier 2,651,46111,15997
APP-001555,25,Salaried,Tier 2,717,57269,13976
APP-001556,38,Salaried,Tier 2,728,46806,12833
APP-001557,42,Salaried,Tier 3,846,29715,5292
APP-001558,25,Salaried,Tier 3,814,130686,38574
APP-001559,46,Self-Employed,Tier 1,766,107897,11943
APP-001560,50,Self-Employed,Tier 3,693,131275,42608
APP-001561,31,Salaried,Tier 2,744,34255,5103
APP-001562,48,Salaried,Tier 1,749,72308,12167
APP-001563,42,Self-Employed,Tier 3,729,59936,6009
APP-001564,41,Salaried,Tier 2,743,123469,23947
APP-001565,35,Self-Employed,Tier 3,684,130812,28317
APP-001566,52,Salaried,Tier 1,668,144051,24517
APP-001567,26,Self-Employed,Tier 1,831,197225,33343
APP-001568,32,Salaried,Tier 2,794,57229,21054
APP-001569,29,Salaried,Tier 1,717,131428,26014
APP-001570,51,Salaried,Tier 2,807,61416,19449
APP-001571,46,Salaried,Tier 1,712,66643,11410
APP-001572,28,Salaried,Tier 2,757,104095,35674
APP-001573,27,Self-Employed,Tier 1,673,53256,16153
APP-001574,35,Self-Employed,Tier 1,819,98646,32243
APP-001575,49,Salaried,Tier 2,715,81717,18946
APP-001576,45,Salaried,Tier 1,767,179802,65424
APP-001577,47,Salaried,Tier 2,773,32613,6920
APP-001578,39,Salaried,Tier 3,737,184357,51669
APP-001579,52,Salaried,Tier 2,685,101740,29710
APP-001580,47,Salaried,Tier 3,756,55262,21313
APP-001581,31,Salaried,Tier 1,756,170198,23888
APP-001582,48,Salaried,Tier 1,731,139768,19662
APP-001583,27,Salaried,Tier 3,814,75918,18115
APP-001584,41,Salaried,Tier 2,677,80497,30215
APP-001585,44,Self-Employed,Tier 2,758,92141,9813
APP-001586,41,Salaried,Tier 2,710,47579,8701
APP-001587,44,Self-Employed,Tier 2,633,93124,17235
APP-001588,35,Salaried,Tier 1,697,213514,40884
APP-001589,42,Salaried,Tier 2,700,86291,9268
APP-001590,48,Self-Employed,Tier 2,706,59341,20631
APP-001591,30,Self-Employed,Tier 2,763,24053,2469
APP-001592,38,Self-Employed,Tier 3,738,41424,10078
APP-001593,29,Salaried,Tier 2,771,91496,10696
APP-001594,39,Salaried,Tier 1,722,111310,37800
APP-001595,54,Self-Employed,Tier 3,718,109839,35585
APP-001596,26,Salaried,Tier 2,772,32641,10329
APP-001597,50,Salaried,Tier 2,686,84801,27210
APP-001598,43,Salaried,Tier 1,654,47174,18023
APP-001599,39,Salaried,Tier 1,722,191501,43096
APP-001600,33,Self-Employed,Tier 2,761,33217,11907
APP-001601,29,Salaried,Tier 2,750,66503,10325
APP-001602,26,Salaried,Tier 3,774,36154,8509
APP-001603,25,Salaried,Tier 3,659,43563,4472
APP-001604,45,Salaried,Tier 3,752,55807,10337
APP-001605,27,Salaried,Tier 2,766,49868,11841
APP-001606,54,Salaried,Tier 2,685,100096,37314
APP-001607,29,Salaried,Tier 2,774,16398,3199
APP-001608,54,Self-Employed,Tier 1,680,66537,20075
APP-001609,48,Salaried,Tier 1,862,121650,42600
APP-001610,44,Salaried,Tier 2,652,59619,11802
APP-001611,40,Self-Employed,Tier 3,688,45609,6876
APP-001612,30,Self-Employed,Tier 1,716,81545,22617
APP-001613,32,Salaried,Tier 1,675,159673,29589
APP-001614,27,Salaried,Tier 3,718,63989,18923
APP-001615,50,Salaried,Tier 1,751,42547,5974
APP-001616,36,Self-Employed,Tier 2,646,61451,8939
APP-001617,48,Self-Employed,Tier 2,789,31741,9610
APP-001618,25,Self-Employed,Tier 1,659,88584,34730
APP-001619,50,Salaried,Tier 3,701,56271,9795
APP-001620,44,Self-Employed,Tier 1,721,123725,38871
APP-001621,46,Salaried,Tier 2,755,41944,10889
APP-001622,38,Salaried,Tier 1,713,132496,46791
APP-001623,35,Salaried,Tier 1,731,98574,21357
APP-001624,44,Self-Employed,Tier 1,698,60685,23759
APP-001625,31,Salaried,Tier 1,741,197627,24647
APP-001626,28,Self-Employed,Tier 1,592,200558,79299
APP-001627,30,Salaried,Tier 2,698,80332,28427
APP-001628,38,Salaried,Tier 2,759,86201,31026
APP-001629,34,Salaried,Tier 2,765,48852,17231
APP-001630,54,Salaried,Tier 2,732,31801,11402
APP-001631,28,Self-Employed,Tier 3,697,68242,23512
APP-001632,37,Salaried,Tier 3,729,148910,55075
APP-001633,46,Self-Employed,Tier 2,690,127582,30395
APP-001634,32,Self-Employed,Tier 3,704,83193,31762
APP-001635,42,Self-Employed,Tier 2,684,42476,9153
APP-001636,29,Salaried,Tier 2,743,27575,8784
APP-001637,36,Salaried,Tier 2,639,39690,12427
APP-001638,54,Salaried,Tier 2,740,66759,23116
APP-001639,47,Self-Employed,Tier 2,686,47310,15210
APP-001640,29,Self-Employed,Tier 2,735,98817,10930
APP-001641,31,Salaried,Tier 3,686,28435,9148
APP-001642,43,Self-Employed,Tier 3,656,56140,6006
APP-001643,38,Salaried,Tier 2,718,40808,10608
APP-001644,35,Salaried,Tier 2,720,98286,34565
APP-001645,44,Salaried,Tier 1,766,112254,39162
APP-001646,45,Self-Employed,Tier 1,684,81681,28783
APP-001647,52,Salaried,Tier 2,663,91775,25763
APP-001648,35,Self-Employed,Tier 2,697,26598,4126
APP-001649,53,Self-Employed,Tier 1,636,126560,31942
APP-001650,27,Self-Employed,Tier 3,707,38461,9802
APP-001651,37,Salaried,Tier 2,737,22215,4385
APP-001652,30,Salaried,Tier 2,747,56597,12860
APP-001653,50,Salaried,Tier 1,770,98669,35683
APP-001654,40,Salaried,Tier 1,677,72966,18633
APP-001655,52,Salaried,Tier 3,730,78390,24412
APP-001656,47,Self-Employed,Tier 2,691,41701,10372
APP-001657,30,Salaried,Tier 3,796,31294,8926
APP-001658,30,Salaried,Tier 3,774,40190,5135
APP-001659,45,Salaried,Tier 2,761,32526,12340
APP-001660,30,Salaried,Tier 1,806,119879,27665
APP-001661,46,Salaried,Tier 3,816,80660,26173
APP-001662,37,Salaried,Tier 3,734,24879,7466
APP-001663,50,Self-Employed,Tier 2,745,50521,17166
APP-001664,32,Salaried,Tier 2,729,96645,10675
APP-001665,41,Self-Employed,Tier 2,708,102319,38943
APP-001666,26,Self-Employed,Tier 2,649,42573,14854
APP-001667,53,Salaried,Tier 2,721,181065,63396
APP-001668,30,Self-Employed,Tier 3,725,35390,8498
APP-001669,30,Salaried,Tier 2,744,53410,18100
APP-001670,31,Self-Employed,Tier 1,750,150500,41019
APP-001671,25,Salaried,Tier 2,735,74350,18665
APP-001672,46,Self-Employed,Tier 1,710,124875,41892
APP-001673,32,Self-Employed,Tier 1,600,94338,27201
APP-001674,27,Self-Employed,Tier 3,812,91417,11257
APP-001675,28,Self-Employed,Tier 1,697,63348,12311
APP-001676,41,Salaried,Tier 1,734,91450,26212
APP-001677,27,Salaried,Tier 2,733,104613,38826
APP-001678,54,Salaried,Tier 2,747,87094,33087
APP-001679,47,Salaried,Tier 2,738,62408,21947
APP-001680,53,Self-Employed,Tier 1,588,118384,20870
APP-001681,49,Salaried,Tier 1,789,111902,27081
APP-001682,26,Self-Employed,Tier 1,864,93795,21574
APP-001683,38,Salaried,Tier 2,727,28272,6547
APP-001684,52,Self-Employed,Tier 1,692,111422,12806
APP-001685,30,Salaried,Tier 3,683,79944,12158
APP-001686,47,Self-Employed,Tier 2,762,45886,6698
APP-001687,42,Self-Employed,Tier 1,836,178349,50861
APP-001688,48,Salaried,Tier 2,759,51830,11586
APP-001689,26,Salaried,Tier 2,711,115081,22707
APP-001690,36,Self-Employed,Tier 2,720,49802,11612
APP-001691,50,Salaried,Tier 1,709,44740,8825
APP-001692,29,Salaried,Tier 2,705,67415,22060
APP-001693,34,Salaried,Tier 2,767,137490,20638
APP-001694,39,Salaried,Tier 3,692,86725,10132
APP-001695,37,Salaried,Tier 1,729,172798,51011
APP-001696,34,Salaried,Tier 2,703,52254,8840
APP-001697,46,Salaried,Tier 2,681,52151,15280
APP-001698,53,Salaried,Tier 3,774,60430,7104
APP-001699,41,Self-Employed,Tier 3,715,37336,6501
APP-001700,37,Salaried,Tier 1,747,57329,8379
APP-001701,31,Self-Employed,Tier 1,777,40342,7552
APP-001702,46,Salaried,Tier 2,710,116055,23055
APP-001703,28,Salaried,Tier 1,770,52860,13138
APP-001704,26,Salaried,Tier 2,843,25296,6476
APP-001705,46,Salaried,Tier 1,660,112596,32543
APP-001706,49,Salaried,Tier 2,731,24598,4907
APP-001707,48,Salaried,Tier 3,756,31834,8264
APP-001708,50,Salaried,Tier 3,715,71367,28335
APP-001709,46,Salaried,Tier 2,773,58750,9587
APP-001710,29,Self-Employed,Tier 2,696,25324,3692
APP-001711,34,Salaried,Tier 3,746,107475,37913
APP-001712,47,Salaried,Tier 1,719,153902,34337
APP-001713,54,Self-Employed,Tier 2,691,46205,16359
APP-001714,43,Salaried,Tier 2,712,99536,22635
APP-001715,33,Salaried,Tier 1,725,80452,8568
APP-001716,46,Self-Employed,Tier 2,645,58617,12453
APP-001717,51,Salaried,Tier 1,698,113707,32183
APP-001718,26,Self-Employed,Tier 2,711,79603,18648
APP-001719,45,Self-Employed,Tier 1,709,75576,17972
APP-001720,49,Salaried,Tier 2,696,53413,21338
APP-001721,46,Salaried,Tier 1,755,341905,90002
APP-001722,33,Salaried,Tier 3,700,106009,32765
APP-001723,37,Salaried,Tier 2,718,130131,41159
APP-001724,25,Salaried,Tier 2,759,66565,6659
APP-001725,39,Self-Employed,Tier 2,713,46954,12477
APP-001726,54,Salaried,Tier 2,772,95580,37172
APP-001727,37,Salaried,Tier 1,748,77767,25293
APP-001728,38,Self-Employed,Tier 2,659,47959,9693
APP-001729,35,Self-Employed,Tier 1,668,170208,35636
APP-001730,26,Salaried,Tier 1,752,41771,7981
APP-001731,49,Salaried,Tier 2,801,31474,9097
APP-001732,49,Salaried,Tier 1,776,114586,14803
APP-001733,25,Salaried,Tier 2,719,102967,19254
APP-001734,35,Salaried,Tier 2,791,63031,15723
APP-001735,45,Salaried,Tier 2,750,33312,8679
APP-001736,46,Self-Employed,Tier 2,662,48944,13813
APP-001737,40,Salaried,Tier 2,751,108896,36933
APP-001738,29,Salaried,Tier 2,784,68659,10228
APP-001739,51,Salaried,Tier 2,758,59311,9934
APP-001740,50,Salaried,Tier 1,812,49365,17855
APP-001741,54,Self-Employed,Tier 2,722,102738,35891
APP-001742,43,Self-Employed,Tier 2,831,99442,34453
APP-001743,46,Self-Employed,Tier 2,720,29715,4831
APP-001744,49,Salaried,Tier 3,732,95794,11253
APP-001745,34,Salaried,Tier 3,742,77513,19922
APP-001746,44,Salaried,Tier 1,767,180629,65209
APP-001747,39,Salaried,Tier 1,765,154896,26526
APP-001748,26,Salaried,Tier 1,746,50568,18773
APP-001749,54,Self-Employed,Tier 1,759,70422,10032
APP-001750,27,Salaried,Tier 1,768,203670,38580
APP-001751,38,Salaried,Tier 2,705,99737,18898
APP-001752,47,Salaried,Tier 3,807,89743,13042
APP-001753,41,Salaried,Tier 2,658,43262,15653
APP-001754,31,Salaried,Tier 1,798,121184,27118
APP-001755,38,Self-Employed,Tier 2,786,171764,27000
APP-001756,50,Self-Employed,Tier 2,686,47027,6780
APP-001757,53,Self-Employed,Tier 3,779,86084,19478
APP-001758,34,Salaried,Tier 3,753,34632,3642
APP-001759,52,Salaried,Tier 3,762,45019,6136
APP-001760,40,Salaried,Tier 2,772,89794,9079
APP-001761,54,Salaried,Tier 2,726,68073,7305
APP-001762,38,Self-Employed,Tier 1,625,44264,17670
APP-001763,38,Salaried,Tier 2,696,140259,32914
APP-001764,47,Salaried,Tier 1,739,90546,28854
APP-001765,34,Salaried,Tier 2,773,55659,17873
APP-001766,39,Salaried,Tier 2,779,76564,27878
APP-001767,50,Self-Employed,Tier 1,750,144095,18894
APP-001768,46,Salaried,Tier 1,724,120989,31179
APP-001769,42,Salaried,Tier 1,775,60487,11886
APP-001770,25,Salaried,Tier 1,713,131895,34892
APP-001771,27,Salaried,Tier 1,810,110293,22018
APP-001772,33,Self-Employed,Tier 1,631,295094,45768
APP-001773,34,Self-Employed,Tier 1,656,99107,29915
APP-001774,53,Self-Employed,Tier 1,717,119545,13332
APP-001775,29,Self-Employed,Tier 3,648,68343,25192
APP-001776,29,Salaried,Tier 2,745,54818,7887
APP-001777,39,Self-Employed,Tier 1,747,97801,27828
APP-001778,50,Salaried,Tier 2,698,104247,34011
APP-001779,50,Salaried,Tier 3,741,48107,5863
APP-001780,28,Self-Employed,Tier 2,686,79429,29467
APP-001781,28,Salaried,Tier 1,720,80037,16555
APP-001782,47,Self-Employed,Tier 2,770,26703,10654
APP-001783,51,Salaried,Tier 2,694,112901,13619
APP-001784,50,Salaried,Tier 2,763,102671,32344
APP-001785,42,Self-Employed,Tier 2,744,87729,13002
APP-001786,53,Self-Employed,Tier 3,758,70082,15474
APP-001787,31,Salaried,Tier 3,760,32901,7664
APP-001788,44,Salaried,Tier 2,693,92455,20510
APP-001789,46,Salaried,Tier 2,806,180322,36293
APP-001790,54,Salaried,Tier 2,816,63453,20949
APP-001791,25,Salaried,Tier 3,741,64077,22168
APP-001792,52,Self-Employed,Tier 1,693,66712,13388
APP-001793,38,Salaried,Tier 3,724,21264,5205
APP-001794,31,Self-Employed,Tier 1,763,102413,23199
APP-001795,43,Salaried,Tier 2,797,125597,34922
APP-001796,33,Salaried,Tier 3,721,117228,17007
APP-001797,45,Self-Employed,Tier 1,541,111088,37959
APP-001798,36,Salaried,Tier 2,675,74240,25175
APP-001799,46,Salaried,Tier 1,822,71004,19676
APP-001800,34,Salaried,Tier 2,718,63298,20498
APP-001801,30,Self-Employed,Tier 1,746,39494,15661
APP-001802,47,Self-Employed,Tier 2,724,61533,23182
APP-001803,27,Salaried,Tier 2,777,52191,14792
APP-001804,35,Salaried,Tier 3,708,51727,13108
APP-001805,25,Salaried,Tier 3,720,98538,25655
APP-001806,25,Self-Employed,Tier 1,704,190344,45679
APP-001807,31,Self-Employed,Tier 2,675,55010,13426
APP-001808,35,Salaried,Tier 1,732,73134,23374
APP-001809,52,Salaried,Tier 1,796,193501,76943
APP-001810,34,Salaried,Tier 1,757,102102,11598
APP-001811,53,Self-Employed,Tier 3,620,31316,5294
APP-001812,26,Self-Employed,Tier 3,761,51216,8351
APP-001813,31,Salaried,Tier 1,724,154159,53933
APP-001814,52,Salaried,Tier 1,819,127575,28821
APP-001815,48,Salaried,Tier 1,707,104100,26809
APP-001816,25,Self-Employed,Tier 2,709,75284,18124
APP-001817,29,Salaried,Tier 2,744,110746,39437
APP-001818,50,Self-Employed,Tier 1,601,142147,35524
APP-001819,42,Salaried,Tier 2,784,68150,20469
APP-001820,53,Salaried,Tier 2,738,44596,4720
APP-001821,27,Salaried,Tier 3,751,42428,12547
APP-001822,29,Salaried,Tier 2,753,39288,6768
APP-001823,34,Salaried,Tier 2,649,58935,21220
APP-001824,29,Self-Employed,Tier 2,613,39672,12911
APP-001825,54,Salaried,Tier 3,715,84037,11158
APP-001826,42,Salaried,Tier 1,717,138460,18144
APP-001827,38,Salaried,Tier 2,692,65611,12328
APP-001828,28,Self-Employed,Tier 3,734,23855,3285
APP-001829,31,Self-Employed,Tier 1,803,63597,20484
APP-001830,46,Salaried,Tier 1,731,191369,75790
APP-001831,43,Self-Employed,Tier 2,655,176876,52457
APP-001832,53,Salaried,Tier 3,738,31572,5516
APP-001833,44,Salaried,Tier 2,634,54029,14549
APP-001834,52,Self-Employed,Tier 3,638,72515,24777
APP-001835,31,Self-Employed,Tier 2,678,36814,14308
APP-001836,35,Self-Employed,Tier 1,811,90512,9188
APP-001837,41,Salaried,Tier 2,677,158640,40787
APP-001838,53,Salaried,Tier 2,748,38979,9197
APP-001839,38,Self-Employed,Tier 1,640,72034,16160
APP-001840,32,Salaried,Tier 1,707,93572,23500
APP-001841,48,Salaried,Tier 1,768,100454,22205
APP-001842,43,Salaried,Tier 2,820,49777,10114
APP-001843,46,Salaried,Tier 3,742,74288,9987
APP-001844,51,Salaried,Tier 2,707,29930,7481
APP-001845,26,Self-Employed,Tier 3,694,179578,62190
APP-001846,32,Salaried,Tier 1,777,71016,9332
APP-001847,51,Salaried,Tier 3,764,80241,25801
APP-001848,35,Salaried,Tier 3,849,37514,6764
APP-001849,53,Self-Employed,Tier 2,706,33926,7272
APP-001850,48,Salaried,Tier 3,750,75022,29740
APP-001851,43,Salaried,Tier 1,801,68768,20806
APP-001852,30,Self-Employed,Tier 3,670,45695,14427
APP-001853,35,Self-Employed,Tier 3,758,36696,10301
APP-001854,41,Self-Employed,Tier 2,667,69742,13718
APP-001855,40,Self-Employed,Tier 2,701,135753,41070
APP-001856,44,Salaried,Tier 1,855,73176,17355
APP-001857,53,Self-Employed,Tier 2,721,52841,18474
APP-001858,33,Salaried,Tier 2,725,90995,24688
APP-001859,54,Self-Employed,Tier 2,768,96010,31814
APP-001860,37,Self-Employed,Tier 2,761,51936,18414
APP-001861,31,Self-Employed,Tier 3,743,103603,35881
APP-001862,40,Self-Employed,Tier 1,733,201704,44502
APP-001863,28,Salaried,Tier 3,731,60360,12713
APP-001864,35,Salaried,Tier 3,752,94016,33913
APP-001865,43,Self-Employed,Tier 2,643,87754,12542
APP-001866,38,Self-Employed,Tier 1,569,96590,17755
APP-001867,50,Salaried,Tier 1,715,107850,14700
APP-001868,39,Salaried,Tier 1,673,138901,15644
APP-001869,32,Salaried,Tier 2,781,119110,33917
APP-001870,36,Self-Employed,Tier 2,774,61444,22748
APP-001871,35,Self-Employed,Tier 3,666,67766,9407
APP-001872,48,Salaried,Tier 2,796,73089,24756
APP-001873,53,Salaried,Tier 2,748,78702,16826
APP-001874,30,Self-Employed,Tier 2,744,128553,36694
APP-001875,47,Self-Employed,Tier 3,615,75600,24881
APP-001876,37,Salaried,Tier 3,742,59042,18481
APP-001877,42,Salaried,Tier 3,789,99187,13986
APP-001878,27,Salaried,Tier 2,752,74251,9995
APP-001879,53,Salaried,Tier 2,718,262437,99006
APP-001880,54,Salaried,Tier 3,781,69265,8577
APP-001881,44,Self-Employed,Tier 2,746,111171,18401
APP-001882,46,Self-Employed,Tier 1,668,58114,13453
APP-001883,26,Salaried,Tier 1,801,111430,38588
APP-001884,27,Self-Employed,Tier 1,632,97883,27484
APP-001885,54,Salaried,Tier 2,751,48063,13042
APP-001886,32,Salaried,Tier 1,780,131445,40430
APP-001887,27,Salaried,Tier 1,717,56514,19251
APP-001888,34,Salaried,Tier 1,778,66832,11345
APP-001889,48,Self-Employed,Tier 2,682,34386,3633
APP-001890,31,Self-Employed,Tier 2,716,67561,9334
APP-001891,33,Salaried,Tier 2,700,156326,23378
APP-001892,46,Salaried,Tier 1,762,66211,7416
APP-001893,53,Self-Employed,Tier 1,662,146263,47426
APP-001894,45,Salaried,Tier 2,804,45872,16765
APP-001895,42,Salaried,Tier 2,787,55626,17421
APP-001896,51,Self-Employed,Tier 1,568,44160,6914
APP-001897,40,Salaried,Tier 1,744,199647,56287
APP-001898,41,Salaried,Tier 3,750,40306,10325
APP-001899,44,Salaried,Tier 2,692,70205,24290
APP-001900,31,Self-Employed,Tier 1,755,65328,25000
APP-001901,43,Salaried,Tier 1,755,124107,40071
APP-001902,29,Salaried,Tier 3,762,49568,12578
APP-001903,48,Self-Employed,Tier 2,680,41988,10636
APP-001904,39,Salaried,Tier 2,715,61438,21032
APP-001905,26,Self-Employed,Tier 2,823,36752,5025
APP-001906,49,Salaried,Tier 2,753,129782,18947
APP-001907,39,Self-Employed,Tier 2,823,28312,5748
APP-001908,45,Salaried,Tier 2,732,43124,13978
APP-001909,29,Salaried,Tier 2,759,92420,11071
